Product_Category,Product_Sub_Category,Price,Discount
Beauty,Personal Care,147.58,0.0
Beauty,Skincare,33.67,0.0
Clothing,Mens Shirts,201.66,0.0
Books,Non-Fiction,34.19,0.0
Sports,Winter Sports,65.36,0.0
Clothing,Sportswear,144.74,0.0
Beauty,Fragrances,63.59,0.0
Clothing,Mens Shirts,16.84,0.2
Electronics,Laptops,1423.88,0.41
Beauty,Personal Care,13.42,0.0
Clothing,Womens Dresses,145.46,0.0
Clothing,Sportswear,121.34,0.0
Electronics,Gaming Consoles,641.28,0.0
Books,Comics,45.49,0.0
Sports,Outdoor Gear,154.13,0.0
Electronics,Smartphones,1443.06,0.29
Home & Garden,Storage,526.83,0.0
Beauty,Hair Care,69.8,0.0
Clothing,Accessories,128.92,0.19
Sports,Outdoor Gear,269.95,0.0
Beauty,Personal Care,93.5,0.18
Sports,Cycling,376.25,0.0
Sports,Cycling,324.87,0.06
Beauty,Fragrances,58.41,0.0
Beauty,Beauty Tools,135.19,0.34
Electronics,Headphones,1228.75,0.0
Home & Garden,Storage,189.12,0.0
Clothing,Jeans,115.14,0.0
Clothing,Womens Dresses,102.07,0.0
Home & Garden,Bedding,218.9,0.0
Electronics,Laptops,1496.89,0.0
Clothing,Accessories,37.97,0.0
Sports,Fitness Equipment,453.65,0.1
Home & Garden,Gardening Tools,410.45,0.0
Electronics,Tablets,1797.7,0.47
Clothing,Sportswear,297.99,0.0
Sports,Fitness Equipment,139.94,0.0
Beauty,Fragrances,142.84,0.0
Home & Garden,Gardening Tools,156.6,0.0
Electronics,Gaming Consoles,563.77,0.0
Electronics,Smart Watches,928.22,0.0
Beauty,Hair Care,67.54,0.0
Beauty,Beauty Tools,99.31,0.27
Books,Non-Fiction,34.54,0.0
Books,Educational,41.15,0.0
Sports,Team Sports,438.94,0.0
Beauty,Beauty Tools,104.89,0.32
Electronics,Smart Watches,1753.71,0.0
Home & Garden,Furniture,279.53,0.0
Books,Educational,48.16,0.12
Sports,Outdoor Gear,371.28,0.18
Beauty,Beauty Tools,57.03,0.0
Books,Children Books,41.76,0.11
Clothing,Accessories,243.75,0.0
Sports,Team Sports,447.87,0.0
Clothing,Jeans,98.77,0.0
Sports,Outdoor Gear,311.17,0.0
Sports,Water Sports,332.0,0.0
Books,Comics,31.6,0.15
Home & Garden,Storage,263.13,0.0
Beauty,Hair Care,15.4,0.0
Home & Garden,Furniture,146.12,0.0
Electronics,Tablets,1417.52,0.13
Books,Non-Fiction,46.22,0.2
Clothing,Shoes,206.23,0.15
Clothing,Shoes,16.67,0.0
Books,Magazines,38.52,0.0
Books,Non-Fiction,38.32,0.0
Sports,Cycling,71.36,0.0
Beauty,Personal Care,30.98,0.0
Beauty,Hair Care,56.39,0.0
Books,Non-Fiction,59.03,0.37
Clothing,Womens Dresses,132.18,0.28
Home & Garden,Furniture,563.11,0.0
Books,Magazines,55.39,0.0
Clothing,Accessories,267.0,0.0
Beauty,Hair Care,36.59,0.0
Home & Garden,Bedding,75.94,0.0
Books,Fiction,49.6,0.0
Books,Comics,44.82,0.0
Home & Garden,Home Decor,107.04,0.0
Clothing,Sportswear,297.51,0.0
Beauty,Fragrances,49.99,0.0
Clothing,Accessories,189.88,0.0
Clothing,Shoes,130.03,0.26
Beauty,Hair Care,40.67,0.14
Electronics,Smart Watches,70.89,0.0
Beauty,Makeup,121.15,0.0
Books,Educational,20.49,0.35
Electronics,Tablets,92.17,0.0
Home & Garden,Bedding,242.75,0.0
Sports,Cycling,226.31,0.0
Beauty,Beauty Tools,71.86,0.05
Home & Garden,Gardening Tools,131.54,0.0
Books,Comics,29.22,0.38
Books,Children Books,21.92,0.0
Sports,Winter Sports,212.0,0.0
Books,Educational,28.2,0.0
Sports,Fitness Equipment,350.89,0.0
Beauty,Beauty Tools,66.92,0.1
Sports,Water Sports,168.99,0.0
Beauty,Hair Care,46.14,0.0
Sports,Fitness Equipment,203.57,0.0
Electronics,Headphones,842.81,0.0
Electronics,Laptops,512.59,0.09
Home & Garden,Bedding,701.27,0.1
Beauty,Personal Care,107.51,0.15
Home & Garden,Kitchen Appliances,672.87,0.0
Beauty,Personal Care,51.49,0.0
Clothing,Mens Shirts,154.03,0.0
Beauty,Beauty Tools,83.52,0.11
Beauty,Makeup,22.79,0.0
Home & Garden,Kitchen Appliances,247.26,0.0
Beauty,Hair Care,17.98,0.0
Electronics,Smartphones,1413.66,0.0
Clothing,Jeans,51.34,0.0
Clothing,Sportswear,296.39,0.0
Beauty,Skincare,114.85,0.16
Beauty,Hair Care,131.56,0.0
Beauty,Beauty Tools,11.52,0.0
Clothing,Mens Shirts,244.61,0.0
Beauty,Skincare,99.99,0.0
Beauty,Makeup,132.75,0.0
Beauty,Fragrances,145.1,0.48
Beauty,Fragrances,128.74,0.0
Sports,Outdoor Gear,321.35,0.0
Sports,Outdoor Gear,122.84,0.0
Books,Comics,35.2,0.45
Beauty,Skincare,19.71,0.0
Books,Magazines,39.91,0.17
Beauty,Personal Care,94.58,0.0
Clothing,Mens Shirts,50.81,0.0
Sports,Fitness Equipment,360.58,0.17
Clothing,Womens Dresses,159.48,0.0
Books,Children Books,43.28,0.0
Electronics,Tablets,361.83,0.1
Electronics,Laptops,1392.39,0.18
Sports,Cycling,161.54,0.08
Sports,Outdoor Gear,355.11,0.0
Books,Magazines,54.27,0.32
Home & Garden,Home Decor,82.24,0.0
Beauty,Hair Care,46.74,0.15
Beauty,Beauty Tools,119.64,0.0
Home & Garden,Home Decor,69.07,0.0
Sports,Fitness Equipment,173.6,0.07
Electronics,Gaming Consoles,1175.11,0.49
Beauty,Personal Care,118.92,0.0
Home & Garden,Home Decor,521.87,0.31
Sports,Team Sports,416.94,0.15
Sports,Cycling,364.21,0.0
Home & Garden,Gardening Tools,342.54,0.46
Sports,Team Sports,283.45,0.0
Books,Children Books,52.53,0.0
Home & Garden,Storage,651.04,0.19
Clothing,Mens Shirts,138.35,0.0
Books,Magazines,19.23,0.28
Sports,Outdoor Gear,469.57,0.31
Electronics,Headphones,543.74,0.0
Home & Garden,Furniture,517.75,0.0
Electronics,Smart Watches,1178.06,0.0
Books,Fiction,10.8,0.0
Books,Comics,42.16,0.27
Beauty,Personal Care,79.3,0.08
Books,Fiction,25.33,0.0
Sports,Outdoor Gear,292.28,0.0
Books,Children Books,52.86,0.0
Electronics,Smart Watches,568.9,0.0
Books,Magazines,31.41,0.19
Electronics,Tablets,1906.91,0.0
Clothing,Sportswear,147.23,0.0
Beauty,Beauty Tools,118.62,0.0
Sports,Outdoor Gear,219.49,0.0
Beauty,Fragrances,45.36,0.11
Electronics,Smart Watches,850.48,0.0
Sports,Team Sports,413.53,0.0
Electronics,Headphones,322.98,0.0
Home & Garden,Gardening Tools,578.61,0.16
Clothing,Mens Shirts,196.98,0.0
Home & Garden,Home Decor,466.08,0.0
Electronics,Tablets,1543.28,0.32
Home & Garden,Furniture,108.22,0.0
Books,Non-Fiction,20.92,0.0
Clothing,Sportswear,121.48,0.0
Home & Garden,Gardening Tools,698.53,0.19
Beauty,Fragrances,91.51,0.0
Clothing,Womens Dresses,195.48,0.0
Books,Comics,56.92,0.0
Sports,Winter Sports,128.41,0.0
Clothing,Accessories,208.03,0.07
Books,Non-Fiction,18.36,0.0
Clothing,Womens Dresses,293.81,0.0
Sports,Fitness Equipment,245.51,0.0
Books,Magazines,21.1,0.0
Books,Comics,47.35,0.0
Home & Garden,Home Decor,442.19,0.19
Clothing,Jeans,116.52,0.0
Books,Comics,45.16,0.15
Books,Non-Fiction,25.6,0.0
Sports,Winter Sports,231.34,0.11
Books,Children Books,46.51,0.0
Home & Garden,Home Decor,473.94,0.0
Home & Garden,Gardening Tools,760.63,0.3
Books,Children Books,43.7,0.0
Books,Fiction,56.18,0.0
Clothing,Womens Dresses,35.67,0.0
Electronics,Laptops,556.52,0.0
Books,Magazines,8.71,0.17
Beauty,Makeup,141.97,0.0
Sports,Team Sports,219.15,0.11
Clothing,Accessories,76.51,0.0
Beauty,Makeup,15.7,0.0
Sports,Outdoor Gear,345.73,0.0
Sports,Fitness Equipment,468.47,0.0
Home & Garden,Storage,568.24,0.0
Electronics,Smart Watches,1112.41,0.13
Sports,Team Sports,257.9,0.0
Beauty,Hair Care,141.79,0.5
Beauty,Personal Care,131.4,0.0
Beauty,Skincare,83.06,0.0
Beauty,Makeup,113.82,0.29
Sports,Fitness Equipment,354.13,0.0
Beauty,Beauty Tools,121.92,0.0
Home & Garden,Home Decor,335.23,0.0
Clothing,Sportswear,47.06,0.0
Clothing,Mens Shirts,195.2,0.0
Sports,Water Sports,216.53,0.0
Home & Garden,Storage,224.57,0.0
Electronics,Smart Watches,1538.41,0.12
Home & Garden,Bedding,684.2,0.0
Sports,Team Sports,404.31,0.0
Sports,Fitness Equipment,239.79,0.0
Books,Fiction,33.02,0.0
Home & Garden,Home Decor,145.47,0.16
Sports,Water Sports,277.92,0.0
Clothing,Shoes,297.63,0.0
Beauty,Beauty Tools,59.67,0.0
Beauty,Personal Care,62.22,0.5
Clothing,Womens Dresses,179.7,0.0
Books,Children Books,11.85,0.0
Home & Garden,Kitchen Appliances,158.18,0.0
Home & Garden,Furniture,192.48,0.0
Sports,Cycling,293.73,0.0
Clothing,Womens Dresses,295.87,0.2
Electronics,Smart Watches,108.7,0.0
Books,Comics,24.48,0.0
Electronics,Laptops,1019.08,0.0
Sports,Team Sports,391.71,0.0
Sports,Outdoor Gear,199.21,0.0
Electronics,Headphones,1333.98,0.0
Home & Garden,Home Decor,165.52,0.0
Sports,Water Sports,176.51,0.0
Home & Garden,Home Decor,791.3,0.0
Beauty,Fragrances,69.56,0.0
Books,Fiction,25.1,0.07
Sports,Water Sports,192.66,0.39
Books,Educational,33.34,0.0
Books,Educational,47.81,0.0
Books,Non-Fiction,23.15,0.0
Home & Garden,Bedding,758.78,0.09
Clothing,Sportswear,121.97,0.32
Books,Non-Fiction,48.6,0.16
Sports,Winter Sports,361.22,0.0
Home & Garden,Gardening Tools,244.18,0.0
Electronics,Tablets,1960.91,0.16
Clothing,Womens Dresses,226.9,0.0
Sports,Water Sports,390.39,0.06
Books,Non-Fiction,15.36,0.0
Books,Magazines,41.13,0.0
Home & Garden,Kitchen Appliances,722.71,0.19
Electronics,Headphones,735.83,0.1
Sports,Winter Sports,143.41,0.0
Beauty,Skincare,138.0,0.0
Electronics,Smart Watches,637.4,0.0
Books,Educational,29.78,0.0
Books,Children Books,31.95,0.0
Books,Comics,30.08,0.0
Sports,Water Sports,46.26,0.05
Sports,Winter Sports,107.6,0.0
Home & Garden,Furniture,708.67,0.38
Sports,Water Sports,133.62,0.0
Electronics,Smartphones,816.64,0.16
Beauty,Beauty Tools,20.52,0.0
Home & Garden,Furniture,88.74,0.0
Sports,Outdoor Gear,158.91,0.05
Books,Non-Fiction,46.06,0.42
Home & Garden,Home Decor,26.52,0.0
Electronics,Gaming Consoles,1201.33,0.0
Beauty,Skincare,33.6,0.0
Clothing,Sportswear,193.84,0.0
Sports,Water Sports,127.0,0.0
Clothing,Jeans,195.9,0.0
Electronics,Headphones,1749.5,0.0
Beauty,Personal Care,105.27,0.2
Books,Fiction,27.44,0.16
Electronics,Laptops,1610.7,0.12
Clothing,Shoes,279.72,0.0
Clothing,Womens Dresses,170.74,0.0
Clothing,Mens Shirts,92.26,0.0
Sports,Outdoor Gear,289.32,0.0
Beauty,Skincare,94.15,0.14
Clothing,Sportswear,196.02,0.0
Sports,Winter Sports,246.11,0.0
Clothing,Accessories,168.67,0.0
Sports,Fitness Equipment,339.7,0.0
Electronics,Smartphones,664.27,0.0
Sports,Outdoor Gear,85.41,0.0
Electronics,Headphones,671.69,0.17
Clothing,Jeans,179.5,0.0
Electronics,Smart Watches,1593.54,0.0
Beauty,Beauty Tools,129.31,0.4
Home & Garden,Home Decor,716.28,0.06
Sports,Cycling,286.88,0.07
Clothing,Accessories,251.35,0.0
Beauty,Skincare,106.66,0.0
Sports,Fitness Equipment,404.05,0.0
Home & Garden,Bedding,448.63,0.0
Books,Children Books,9.96,0.0
Home & Garden,Storage,390.63,0.32
Home & Garden,Bedding,266.85,0.0
Books,Children Books,46.76,0.0
Sports,Winter Sports,314.8,0.0
Home & Garden,Gardening Tools,457.96,0.0
Books,Magazines,39.92,0.0
Clothing,Shoes,187.71,0.0
Sports,Fitness Equipment,240.73,0.0
Sports,Cycling,137.8,0.29
Home & Garden,Furniture,470.03,0.0
Clothing,Shoes,83.9,0.0
Sports,Fitness Equipment,185.94,0.25
Sports,Water Sports,431.18,0.0
Books,Comics,32.46,0.05
Home & Garden,Home Decor,654.76,0.0
Electronics,Tablets,1122.94,0.0
Home & Garden,Gardening Tools,505.65,0.0
Sports,Team Sports,366.54,0.0
Electronics,Smart Watches,701.39,0.0
Beauty,Makeup,54.86,0.0
Electronics,Tablets,767.48,0.0
Sports,Cycling,125.57,0.0
Clothing,Mens Shirts,111.58,0.0
Electronics,Laptops,919.48,0.0
Sports,Winter Sports,117.45,0.0
Books,Fiction,37.71,0.0
Beauty,Hair Care,105.76,0.06
Clothing,Shoes,199.0,0.0
Clothing,Accessories,86.91,0.16
Clothing,Jeans,72.32,0.16
Books,Children Books,17.34,0.18
Home & Garden,Storage,422.37,0.0
Books,Educational,12.94,0.0
Beauty,Beauty Tools,61.95,0.0
Clothing,Shoes,172.73,0.0
Home & Garden,Home Decor,562.9,0.16
Beauty,Personal Care,20.38,0.0
Electronics,Smart Watches,142.46,0.12
Electronics,Tablets,1325.97,0.0
Electronics,Smartphones,723.19,0.0
Home & Garden,Home Decor,791.52,0.0
Books,Non-Fiction,46.19,0.0
Clothing,Womens Dresses,63.64,0.0
Clothing,Accessories,142.59,0.0
Home & Garden,Home Decor,424.36,0.0
Home & Garden,Home Decor,75.95,0.0
Clothing,Mens Shirts,191.96,0.46
Home & Garden,Bedding,55.1,0.0
Clothing,Mens Shirts,66.07,0.0
Electronics,Tablets,362.9,0.0
Sports,Water Sports,99.33,0.29
Sports,Cycling,438.85,0.0
Home & Garden,Storage,601.44,0.0
Electronics,Smartphones,1685.06,0.07
Books,Fiction,51.87,0.06
Beauty,Hair Care,79.77,0.0
Home & Garden,Furniture,82.08,0.17
Clothing,Accessories,124.59,0.05
Clothing,Womens Dresses,32.56,0.0
Home & Garden,Storage,391.94,0.12
Clothing,Mens Shirts,195.66,0.19
Home & Garden,Furniture,712.3,0.34
Beauty,Personal Care,23.67,0.0
Electronics,Tablets,1775.12,0.0
Sports,Team Sports,215.71,0.0
Home & Garden,Furniture,500.37,0.0
Clothing,Jeans,72.04,0.0
Books,Children Books,28.24,0.0
Clothing,Accessories,285.29,0.0
Electronics,Smart Watches,1643.35,0.48
Beauty,Fragrances,75.49,0.0
Clothing,Sportswear,226.09,0.0
Sports,Outdoor Gear,414.32,0.0
Home & Garden,Kitchen Appliances,676.79,0.0
Beauty,Beauty Tools,89.07,0.0
Electronics,Smartphones,264.6,0.07
Electronics,Headphones,1980.93,0.0
Beauty,Personal Care,99.24,0.0
Sports,Winter Sports,194.46,0.0
Beauty,Makeup,49.2,0.11
Home & Garden,Bedding,280.71,0.0
Books,Non-Fiction,10.43,0.0
Beauty,Skincare,53.66,0.18
Beauty,Fragrances,139.17,0.0
Beauty,Hair Care,108.35,0.0
Home & Garden,Storage,129.83,0.0
Home & Garden,Storage,344.92,0.1
Books,Educational,9.36,0.0
Sports,Team Sports,326.58,0.0
Sports,Water Sports,369.1,0.0
Clothing,Sportswear,253.21,0.14
Beauty,Hair Care,82.81,0.0
Beauty,Beauty Tools,91.34,0.0
Home & Garden,Furniture,619.37,0.08
Electronics,Tablets,138.34,0.18
Books,Magazines,8.22,0.0
Books,Children Books,8.78,0.0
Books,Non-Fiction,55.55,0.0
Home & Garden,Kitchen Appliances,320.38,0.06
Clothing,Womens Dresses,246.2,0.0
Books,Comics,54.33,0.08
Sports,Winter Sports,329.29,0.0
Clothing,Sportswear,20.46,0.0
Books,Non-Fiction,39.87,0.08
Clothing,Accessories,297.61,0.0
Sports,Winter Sports,71.78,0.0
Electronics,Laptops,1731.2,0.0
Electronics,Headphones,1010.51,0.0
Home & Garden,Kitchen Appliances,617.3,0.0
Books,Comics,48.82,0.0
Beauty,Makeup,73.01,0.4
Electronics,Gaming Consoles,1749.51,0.0
Clothing,Mens Shirts,58.05,0.0
Beauty,Personal Care,134.38,0.0
Clothing,Sportswear,227.65,0.18
Electronics,Laptops,1807.9,0.06
Electronics,Smart Watches,1376.27,0.0
Home & Garden,Kitchen Appliances,639.33,0.0
Home & Garden,Home Decor,249.0,0.0
Beauty,Makeup,65.21,0.0
Books,Children Books,9.62,0.4
Sports,Water Sports,396.19,0.0
Books,Children Books,25.8,0.0
Beauty,Skincare,85.79,0.0
Home & Garden,Storage,130.64,0.17
Clothing,Mens Shirts,178.35,0.0
Books,Fiction,42.41,0.34
Books,Magazines,37.67,0.17
Electronics,Headphones,678.03,0.09
Electronics,Smart Watches,1348.28,0.27
Books,Fiction,9.14,0.0
Clothing,Sportswear,197.89,0.34
Books,Non-Fiction,54.84,0.35
Beauty,Personal Care,37.98,0.0
Beauty,Fragrances,37.5,0.0
Sports,Team Sports,217.15,0.11
Electronics,Smartphones,964.76,0.0
Clothing,Sportswear,100.95,0.0
Beauty,Personal Care,41.13,0.0
Books,Non-Fiction,17.42,0.34
Books,Educational,47.77,0.36
Sports,Water Sports,141.76,0.2
Electronics,Headphones,774.89,0.0
Clothing,Shoes,49.36,0.0
Books,Educational,37.98,0.0
Sports,Outdoor Gear,46.17,0.0
Sports,Cycling,259.0,0.0
Home & Garden,Gardening Tools,666.39,0.0
Clothing,Sportswear,261.67,0.0
Clothing,Womens Dresses,290.61,0.18
Sports,Winter Sports,175.53,0.0
Books,Fiction,47.88,0.27
Electronics,Smart Watches,135.57,0.0
Home & Garden,Storage,61.2,0.0
Electronics,Laptops,921.04,0.0
Sports,Fitness Equipment,126.42,0.0
Electronics,Smart Watches,1533.48,0.18
Sports,Winter Sports,417.38,0.0
Sports,Water Sports,86.65,0.0
Sports,Outdoor Gear,404.36,0.0
Clothing,Mens Shirts,48.5,0.36
Beauty,Personal Care,13.16,0.0
Beauty,Hair Care,28.42,0.09
Books,Fiction,14.99,0.0
Electronics,Laptops,1671.46,0.0
Electronics,Tablets,1210.84,0.0
Electronics,Smartphones,1045.96,0.0
Beauty,Skincare,95.88,0.0
Books,Fiction,21.97,0.0
Clothing,Mens Shirts,19.35,0.35
Clothing,Jeans,235.28,0.0
Beauty,Makeup,109.39,0.15
Clothing,Sportswear,23.56,0.0
Clothing,Jeans,274.52,0.06
Beauty,Skincare,148.27,0.0
Home & Garden,Home Decor,726.61,0.0
Clothing,Womens Dresses,75.43,0.0
Electronics,Laptops,1281.34,0.0
Books,Non-Fiction,24.4,0.0
Clothing,Mens Shirts,196.52,0.12
Beauty,Beauty Tools,145.89,0.0
Beauty,Hair Care,71.88,0.0
Books,Fiction,12.73,0.44
Beauty,Hair Care,74.96,0.08
Electronics,Headphones,1890.05,0.0
Sports,Fitness Equipment,355.29,0.0
Books,Fiction,36.74,0.09
Beauty,Hair Care,125.93,0.31
Sports,Team Sports,385.66,0.0
Beauty,Hair Care,136.56,0.43
Electronics,Laptops,1927.48,0.0
Home & Garden,Furniture,472.27,0.48
Electronics,Headphones,1180.49,0.0
Clothing,Mens Shirts,298.7,0.0
Home & Garden,Home Decor,707.08,0.0
Beauty,Skincare,133.46,0.32
Books,Children Books,42.92,0.15
Home & Garden,Storage,512.62,0.0
Beauty,Skincare,83.06,0.37
Sports,Cycling,225.54,0.0
Clothing,Womens Dresses,259.76,0.0
Home & Garden,Home Decor,784.44,0.0
Home & Garden,Home Decor,86.14,0.0
Sports,Winter Sports,125.6,0.0
Books,Educational,44.86,0.0
Electronics,Smart Watches,319.88,0.0
Sports,Team Sports,204.17,0.0
Books,Magazines,25.98,0.0
Books,Non-Fiction,47.47,0.0
Home & Garden,Furniture,184.92,0.14
Clothing,Accessories,83.86,0.0
Home & Garden,Gardening Tools,767.2,0.0
Sports,Fitness Equipment,307.93,0.11
Clothing,Mens Shirts,49.59,0.13
Home & Garden,Storage,226.35,0.0
Sports,Outdoor Gear,285.97,0.43
Books,Comics,40.0,0.0
Home & Garden,Furniture,302.81,0.0
Books,Fiction,13.27,0.0
Clothing,Shoes,169.33,0.0
Books,Fiction,55.3,0.0
Beauty,Hair Care,53.02,0.0
Books,Non-Fiction,55.88,0.29
Electronics,Gaming Consoles,1892.29,0.18
Sports,Fitness Equipment,181.45,0.0
Electronics,Smart Watches,810.97,0.0
Home & Garden,Gardening Tools,747.57,0.12
Beauty,Personal Care,107.3,0.0
Beauty,Skincare,148.38,0.0
Books,Fiction,17.79,0.0
Electronics,Gaming Consoles,221.85,0.4
Sports,Team Sports,448.29,0.0
Electronics,Smart Watches,1752.08,0.0
Electronics,Tablets,1615.15,0.0
Electronics,Smart Watches,1587.76,0.0
Books,Magazines,14.04,0.0
Electronics,Gaming Consoles,900.29,0.0
Sports,Water Sports,241.39,0.47
Home & Garden,Bedding,491.4,0.19
Beauty,Hair Care,39.12,0.11
Electronics,Smartphones,1934.51,0.0
Sports,Winter Sports,300.86,0.0
Beauty,Hair Care,84.39,0.12
Books,Comics,9.34,0.34
Beauty,Personal Care,88.1,0.0
Beauty,Hair Care,66.6,0.0
Clothing,Womens Dresses,145.54,0.2
Beauty,Beauty Tools,127.91,0.0
Sports,Cycling,95.68,0.0
Home & Garden,Gardening Tools,566.48,0.06
Beauty,Skincare,98.72,0.37
Clothing,Mens Shirts,163.61,0.0
Electronics,Laptops,322.01,0.11
Sports,Winter Sports,94.17,0.38
Clothing,Shoes,241.7,0.0
Clothing,Womens Dresses,44.77,0.0
Home & Garden,Gardening Tools,346.51,0.0
Electronics,Headphones,391.68,0.0
Clothing,Jeans,222.67,0.0
Sports,Team Sports,358.21,0.0
Beauty,Makeup,24.79,0.0
Home & Garden,Gardening Tools,733.61,0.39
Sports,Fitness Equipment,250.3,0.0
Clothing,Accessories,139.09,0.0
Beauty,Makeup,54.21,0.0
Clothing,Shoes,146.76,0.0
Sports,Fitness Equipment,266.56,0.0
Electronics,Tablets,1474.82,0.0
Beauty,Makeup,129.04,0.0
Sports,Outdoor Gear,312.35,0.0
Books,Fiction,35.49,0.18
Beauty,Fragrances,75.6,0.0
Clothing,Sportswear,145.63,0.12
Books,Magazines,15.24,0.0
Electronics,Headphones,148.31,0.0
Beauty,Beauty Tools,68.72,0.0
Home & Garden,Home Decor,298.65,0.09
Sports,Outdoor Gear,106.55,0.0
Home & Garden,Gardening Tools,151.26,0.0
Sports,Cycling,244.24,0.0
Books,Non-Fiction,47.06,0.13
Clothing,Shoes,143.88,0.0
Electronics,Smart Watches,1159.18,0.14
Sports,Outdoor Gear,113.72,0.0
Home & Garden,Furniture,130.14,0.0
Books,Fiction,25.96,0.07
Sports,Fitness Equipment,474.21,0.0
Electronics,Gaming Consoles,804.08,0.18
Home & Garden,Home Decor,168.56,0.0
Home & Garden,Home Decor,422.44,0.0
Beauty,Hair Care,135.37,0.12
Beauty,Hair Care,89.92,0.0
Beauty,Makeup,24.58,0.0
Home & Garden,Storage,192.11,0.0
Books,Children Books,42.48,0.16
Home & Garden,Bedding,67.93,0.0
Beauty,Hair Care,38.62,0.0
Electronics,Smartphones,675.43,0.0
Clothing,Womens Dresses,32.45,0.07
Electronics,Tablets,969.92,0.0
Books,Comics,54.66,0.47
Clothing,Womens Dresses,184.05,0.0
Clothing,Womens Dresses,23.56,0.0
Home & Garden,Home Decor,474.07,0.0
Home & Garden,Storage,639.34,0.0
Clothing,Mens Shirts,165.2,0.0
Books,Fiction,52.71,0.0
Electronics,Gaming Consoles,852.25,0.42
Electronics,Smartphones,700.86,0.0
Sports,Cycling,298.5,0.0
Clothing,Sportswear,229.79,0.17
Home & Garden,Bedding,493.34,0.0
Books,Fiction,34.71,0.0
Sports,Team Sports,459.82,0.14
Clothing,Accessories,40.0,0.05
Books,Magazines,17.17,0.11
Books,Fiction,50.36,0.0
Clothing,Sportswear,166.0,0.24
Sports,Winter Sports,74.58,0.0
Books,Non-Fiction,48.63,0.0
Electronics,Smartphones,284.87,0.0
Home & Garden,Gardening Tools,238.5,0.16
Sports,Team Sports,113.6,0.0
Books,Magazines,52.22,0.0
Home & Garden,Bedding,323.65,0.3
Beauty,Skincare,59.7,0.0
Clothing,Mens Shirts,261.34,0.0
Clothing,Sportswear,296.16,0.16
Electronics,Smartphones,386.02,0.0
Books,Magazines,43.77,0.0
Electronics,Headphones,1731.75,0.2
Clothing,Jeans,237.67,0.16
Beauty,Personal Care,23.29,0.37
Beauty,Fragrances,78.06,0.3
Clothing,Womens Dresses,224.02,0.2
Electronics,Laptops,621.95,0.0
Books,Fiction,39.37,0.0
Electronics,Laptops,1904.31,0.0
Clothing,Jeans,159.75,0.0
Beauty,Personal Care,92.93,0.11
Electronics,Gaming Consoles,1317.43,0.0
Electronics,Smart Watches,996.2,0.0
Sports,Winter Sports,48.28,0.0
Books,Comics,30.84,0.27
Sports,Team Sports,187.48,0.0
Electronics,Smartphones,621.0,0.0
Beauty,Skincare,27.68,0.0
Electronics,Laptops,1458.04,0.27
Clothing,Sportswear,246.68,0.0
Beauty,Hair Care,122.27,0.0
Sports,Fitness Equipment,342.66,0.0
Sports,Winter Sports,196.09,0.0
Beauty,Skincare,133.35,0.0
Home & Garden,Gardening Tools,212.64,0.0
Beauty,Personal Care,101.32,0.0
Beauty,Makeup,121.13,0.0
Books,Comics,35.67,0.07
Beauty,Skincare,65.79,0.0
Home & Garden,Storage,233.71,0.0
Beauty,Personal Care,113.71,0.0
Beauty,Fragrances,36.96,0.16
Books,Magazines,19.46,0.0
Sports,Team Sports,75.19,0.11
Home & Garden,Gardening Tools,173.42,0.0
Electronics,Headphones,1353.72,0.0
Books,Comics,50.85,0.0
Home & Garden,Home Decor,141.8,0.0
Beauty,Beauty Tools,50.21,0.47
Electronics,Gaming Consoles,1750.8,0.0
Beauty,Fragrances,80.99,0.19
Clothing,Shoes,138.14,0.12
Books,Comics,47.76,0.0
Clothing,Sportswear,140.44,0.0
Sports,Water Sports,164.36,0.0
Home & Garden,Bedding,717.31,0.0
Books,Children Books,41.37,0.0
Clothing,Sportswear,72.99,0.0
Electronics,Tablets,1154.88,0.19
Clothing,Jeans,284.55,0.0
Sports,Cycling,448.92,0.0
Clothing,Womens Dresses,50.76,0.17
Beauty,Fragrances,27.8,0.0
Sports,Water Sports,38.67,0.0
Sports,Outdoor Gear,354.63,0.0
Electronics,Headphones,145.98,0.08
Home & Garden,Kitchen Appliances,441.82,0.06
Home & Garden,Furniture,355.15,0.48
Sports,Fitness Equipment,493.32,0.18
Books,Children Books,51.94,0.09
Clothing,Sportswear,132.35,0.37
Beauty,Skincare,117.53,0.0
Beauty,Fragrances,72.91,0.0
Beauty,Makeup,113.92,0.0
Clothing,Shoes,153.63,0.32
Clothing,Accessories,261.21,0.0
Beauty,Fragrances,53.87,0.0
Sports,Water Sports,461.3,0.0
Books,Magazines,18.78,0.0
Clothing,Womens Dresses,243.73,0.22
Clothing,Mens Shirts,27.76,0.0
Electronics,Laptops,629.83,0.0
Electronics,Laptops,521.69,0.0
Books,Fiction,19.54,0.0
Beauty,Hair Care,79.78,0.0
Electronics,Headphones,813.9,0.0
Electronics,Smart Watches,221.19,0.0
Books,Comics,18.63,0.0
Books,Fiction,56.74,0.0
Beauty,Beauty Tools,12.55,0.41
Home & Garden,Furniture,681.77,0.19
Sports,Team Sports,213.71,0.41
Books,Children Books,53.55,0.0
Sports,Cycling,339.66,0.0
Clothing,Sportswear,125.62,0.0
Sports,Fitness Equipment,242.55,0.0
Electronics,Smartphones,151.38,0.0
Electronics,Headphones,1092.86,0.0
